module,category,total_bugs,severity_weighted_total,critical_count,major_count,normal_count,minor_count,edf_count,ux_count,mx_count,mui_count,side_effect_count,at_found_count,function_count,stability_count,performance_count,regression_count,crash_count,anr_count,ui_count,localization_count,iap_count,regression_rate,automation_catch_rate,avg_repro_rate,median_repro_rate,avg_days_to_close,median_days_to_close,avg_builds_to_fix,median_builds_to_fix,open_count,closed_count,postpone_count,unique_reporters,probability_score_auto,impact_score,detectability_score,risk_score_final,quadrant
Text(Shadow),Uncategorized,4,20,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,13.0,12.0,0.0,0.0,0.0,0.0,0.0,2,5,0,0,0,
Text(Colorful),Uncategorized,3,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2,5,0,0,0,
Auto Edit (Motorcycling),Editor Core,4,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.25,2.5,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Trending,UI & Settings,4,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Text (Font),Uncategorized,4,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9.75,11.0,0.0,0.0,0.0,0.0,0.0,2,5,0,0,0,
Auto Edit(Wedding 02),Editor Core,4,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,8.5,9.5,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Auto Edit (Party 03),Editor Core,4,20,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.5,0.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Auto Edit (Our Days),Editor Core,4,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,33.25,14.5,185.33333333333334,0.0,0.0,0.0,0.0,1,5,0,0,0,
Settings (About),UI & Settings,4,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.5,0.5,2.75,2.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Shrink mode,Uncategorized,4,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.5,10.0,0.0,0.0,0.0,0.0,0.0,2,5,0,0,0,
Music (Favorite),Uncategorized,4,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,13.25,14.0,0.0,0.0,0.0,0.0,0.0,2,5,0,0,0,
Demo Videos,Uncategorized,3,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
New Year Sale (Launcher),Uncategorized,6,18,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,20.5,10.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Transform,Editor Core,4,17,0,3,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9.5,9.5,0.0,0.0,0.0,0.0,1.0,3,5,0,0,0,
Timeline (Sticker),Editor Core,4,17,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
IAP(7-day free trial),IAP,3,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Auto Edit(Our Days),Editor Core,4,17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,94.33333333333333,6.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Music (My Audio Sources),Uncategorized,4,17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.5,0.5,6.333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Auto Edit (text),Editor Core,4,17,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,56.75,16.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Motion Swap (Recent Task),Visual Effects,4,17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.5,3.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Intro(1048759272680196599),Uncategorized,3,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,170.0,229.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Sticker(Search),Visual Effects,4,17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,6.5,2.5,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Add Media(iCloud),Uncategorized,4,17,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,95.75,74.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Project (My Artwork),Editor Core,4,17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,2,5,0,0,0,
Export(Upload to My Cloud),Export & Output,4,17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,8.666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Project (Produce & Save),Editor Core,5,16,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.5,0.5,4.2,5.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Project (Produce Video),Editor Core,5,16,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0.0,0.5,0.5,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Music(Recently Played),Uncategorized,5,16,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2,5,0,0,0,
Auto Edit(Gaming_04_title),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
PIP Motion (Animations),Text & Captions,3,15,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,8.666666666666666,10.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
IAP(B/C version),Uncategorized,3,15,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Color Selector,Color & Adjust,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Opening Intro(AI Art),AI Features,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
In/Out Motion,Visual Effects,3,15,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Credit System(Text to Image),AI Features,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Credit System(Daily Credit),UI & Settings,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.5,0.5,2.3333333333333335,2.0,0.0,0.0,0.0,0.0,0.0,2,4,0,0,0,
OBON Promotion,Visual Effects,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Auto Edit(Full Editor),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Permission,UI & Settings,3,15,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,14.0,14.0,0.0,0.0,0.0,0.0,0.0,2,4,0,0,0,
Launcher(Anniversary),Uncategorized,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9.0,10.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
New Year Sale (Credit system),UI & Settings,3,15,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Produced Video,Export & Output,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,2,4,0,0,0,
Share extension,Export & Output,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
"Launcher, Shortcut",Uncategorized,3,15,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,149.0,149.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Music Library (Search Music),Uncategorized,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Push Notification,Notification,3,15,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.5,1.5,0.0,0.0,0.0,0.0,1.0,1,4,0,0,0,
Launcher(produced video),Export & Output,3,15,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.333333333333333,8.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Mixpanel(Timeline_Produce_Save),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Shortcut (Motion Swap),Visual Effects,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.3333333333333335,3.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Keyframe,Editor Core,3,15,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.0,7.0,0.0,0.0,0.0,0.0,0.0,3,4,0,0,0,
Music(iStock),Uncategorized,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,79.5,79.5,0.0,0.0,0.0,0.0,0.0,2,4,0,0,0,
Launcher Shortcut,Uncategorized,3,15,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0.0,1.0,0.5,0.5,90.33333333333333,11.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Mask (Rectangle),Uncategorized,3,15,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.5,11.5,0.0,0.0,0.0,0.0,1.0,1,4,0,0,0,
Blending,Visual Effects,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,8.666666666666666,5.0,0.0,0.0,0.0,0.0,0.0,2,4,0,0,0,
Launcher(Zoom Mode),Uncategorized,3,15,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Launcher (Shortcut),Uncategorized,3,15,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0.0,0.3333,0.5,0.5,9.0,9.0,0.0,0.0,0.0,0.0,0.0,2,4,0,0,0,
MGT(Sale),Uncategorized,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,229.0,229.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Menu(Demo Videos),Uncategorized,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Produce(GettyImage Music),Export & Output,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Pro+,IAP,3,15,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.6666666666666665,5.0,0.0,0.0,0.0,0.0,0.0,2,4,0,0,0,
IAP(B version_Review),Uncategorized,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Shortcut(AI Art、AI Scene),AI Features,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
IAP(C),Uncategorized,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.6666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Image to Video(Swimsuit/Princess),AI Features,3,15,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0,0,0,
About,UI & Settings,3,15,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,51.333333333333336,15.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
What's New,UI & Settings,3,15,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,16.0,18.0,0.0,0.0,0.0,0.0,0.0,2,5,0,0,0,
Talking Avatar(TTS),AI Features,3,15,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,61.333333333333336,10.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Auto Edit (Travel_06_title),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.6666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Shortcut(Face Reshape),Enhance & Fix,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Text(Neon_01),Uncategorized,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,19.333333333333332,7.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Auto Edit (3-photo collage),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,10.0,9.0,446.0,446.0,0.0,0.0,0.0,1,4,0,0,0,
"Voice Cloning, Clone",AI Features,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Adjustment(AI Color),Color & Adjust,3,15,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3333,0.0,0.5,0.5,1.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Text(Keyboard),Uncategorized,3,15,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3333,0.0,0.5,0.5,11.333333333333334,13.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Shortcut(More),Uncategorized,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,100.33333333333333,8.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Auto Edit (Food_01_video),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Auto Edit (Full Editor),Editor Core,2,15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Tempo Effects,Visual Effects,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,65.0,92.0,0.0,0.0,0.0,0.0,0.0,3,5,0,0,0,
Text(Gold_18_new_arrivals),Uncategorized,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,10.0,12.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Auto Edit (Media),Editor Core,3,15,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2,4,0,0,0,
AI Audio Tool(Speech Enhancer/AI Denoise),Audio,3,15,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Shortcut(Mosaic/Body Effect/Stabilizer),Enhance & Fix,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Shortcut(Replace BG),Editor Core,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
User Sign in,Sign In,3,15,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,24.333333333333332,10.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Auto Captions(Subtitle Template),Text & Captions,3,15,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.6666666666666665,4.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Text (Auto Captions),Text & Captions,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
"Timeline (Filter - Film, Movie)",Editor Core,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Text (Template),Text & Captions,3,15,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.0,10.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Text (font),Uncategorized,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,21.666666666666668,10.0,20077759.0,20077759.0,0.0,0.0,0.0,2,5,0,0,0,
Auto Edit (Party_05_title),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,8.333333333333334,8.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Auto Edit (Party_06_title),Editor Core,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Auto Edit (Paw Moments),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.6666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,2,4,0,0,0,
"Shortcut, Trim",Uncategorized,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.333333333333333,6.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Shortcut(Demo Page),Uncategorized,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,162.0,162.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Auto Edit (Pet_01_title),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,13.0,6.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Auto Edit (Fashion_03_title),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,19.0,13.0,312.6666666666667,0.0,0.0,0.0,0.0,2,4,0,0,0,
Title (MGT),Uncategorized,3,15,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,1.0,0.5,0.5,43.0,43.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Timeline(Face Smoother),Editor Core,3,15,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,63.0,63.0,0.0,0.0,0.0,0.0,0.0,2,5,0,0,0,
Shortcut(AI Music),Uncategorized,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Auto Edit (Birthday_03_title),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.333333333333334,3.0,0.0,0.0,0.0,0.0,0.0,2,4,0,0,0,
Talking Avatar (Select Voice),AI Features,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Sticker(Mosaic 01/FaceCover 02),Visual Effects,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Auto Edit(Export),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.5,0.5,3.6666666666666665,2.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
AI Storytelling (Music),AI Features,3,15,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,2,4,0,0,0,
Text(Out Animation),Text & Captions,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,30.666666666666668,12.0,0.0,0.0,0.0,0.0,0.0,3,5,0,0,0,
Auto Edit (Epic_01_title),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,35.0,35.0,1044.0,1044.0,0.0,0.0,0.0,2,4,0,0,0,
Shortcut(Anime Template),Text & Captions,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Speed [iPad Air 5th/16.6],Uncategorized,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
"Shortcut(Auto Captions, STT)",Text & Captions,3,15,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.6666666666666665,2.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Auto Edit Project,Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.6666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Auto Edit (Family 01),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.666666666666667,5.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Speech Enhancer,Audio,3,15,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,26.333333333333332,19.0,0.0,0.0,0.0,0.0,0.0,3,5,0,0,0,
AI Art(Demo Page),AI Features,3,15,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.333333333333333,6.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Talking Avatar(Recommendation),AI Features,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.666666666666667,7.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Auto Edit (Family_04_title),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
Shortcut(Crop),Uncategorized,2,15,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2,4,0,0,0,
Social Sign In(Google),Uncategorized,3,15,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,29.666666666666668,34.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,
Auto Edit (Wedding_01_title),Editor Core,3,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.0,7.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,
